-DOCSTART- -X- -X- O
with IN B-PP O
simulated JJ B-NP O
forces NNS I-NP O
in IN B-PP O
a DT B-NP O
manner NN I-NP O
as IN B-PP O
similar JJ B-NP O
as IN B-PP O
possible JJ O O
to TO B-PP O
the DT B-NP O
way NN I-NP O
they PRP O O
would MD B-VP O
command VB I-VP O
actual JJ O O
forces NNS O O
. . O O

Reductio NNP B-NP O
ad VBD I-NP O
absurdum NN I-NP O
assumes NNS B-VP O
the DT B-NP O
negation NN I-NP O
of IN B-PP O
the DT B-NP O
goal NN I-NP O
, , O O
leading VBG B-PP O
to TO I-PP O
an DT B-NP O
argulnent NN I-NP O
which WDT I-NP O
results NNS B-VP O
in IN B-PP O
a DT B-NP O
contradiction NN I-NP O
with IN B-PP O
a DT B-NP O
believed JJ I-NP O
premise NN I-NP O
and CC O O
requires VBZ B-VP O
the DT B-NP O
assertion NN I-NP O
of IN B-PP O
the DT B-NP O
Premise NNP I-NP O
to TO B-PP O
goal NN O O
: : O O
Corrective JJ O O
lenses NNS O O
are VBP B-VP O
required VBN I-VP O
. . O O

For IN B-PP O
example NN B-NP O
, , O O
a DT B-NP O
CORELEX NNP I-NP B-TERM
class NN I-NP I-TERM
AQU NNP I-NP I-TERM
( NNP O O
which WDT B-NP O
represents VBZ B-VP B-DEF
a DT B-NP I-DEF
relation NN I-NP I-DEF
between IN B-PP I-DEF
ARTIFACT NNP B-NP I-DEF
and CC I-NP I-DEF
QUANTITY NNP I-NP I-DEF
) NNP I-NP O
contains VBZ B-VP O
words NNS B-NP O
such JJ B-PP O
as IN I-PP O
`` `` O O
bottle NN B-NP O
'' '' O O
, , O O
`` `` O O
bucket NN B-NP O
'' '' O O
and CC O O
`` `` O O
spoon NN B-NP O
'' '' O O
. . O O

Also RB O O
Kanji NNP B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
kind NN I-NP I-DEF
of IN B-PP I-DEF
ideogram NN B-NP I-DEF
and CC O I-DEF
each DT B-NP I-DEF
character NN I-NP I-DEF
has VBZ B-VP I-DEF
its PRP$ B-NP I-DEF
own JJ I-NP I-DEF
meaning NN I-NP I-DEF
. . O O

The DT B-NP O
new JJ I-NP O
algorithm NN I-NP O
currently RB O O
does VBZ B-VP O
not RB I-VP O
use VB I-VP O
information NN B-NP O
93 CD I-NP O
about IN B-PP O
the DT B-NP O
orthography NN I-NP O
of IN B-PP O
the DT B-NP O
word NN I-NP O
, , O O
an DT B-NP O
important JJ I-NP O
source NN I-NP O
of IN B-PP O
information NN B-NP O
. . O O

1 LS B-NP O
phrase NN I-NP O
structure NN I-NP O
SOC NNP I-NP O
Fig NNP I-NP O
. . O O
2 CD B-NP O
dependency NN I-NP O
structure NN I-NP O
I PRP I-NP O
This DT I-NP O
work NN I-NP O
was VBD B-VP O
mainly RB I-VP O
done VBN I-VP O
while IN O O
the DT B-NP O
author NN I-NP O
visited VBD B-VP O
Kodensha NNP B-NP O
Ltd NNP I-NP O
, , O O
Japan NNP B-NP O
during IN B-PP O
1996 CD B-NP O
. . O O
-1999 -NONE- B-VP O
78 CD B-NP O
Sentence-1 -NONE- I-NP O
is VBZ B-VP O
a DT O O
pivot NN O O
sentence NN O O
( : O O
~gd JJ O O
' '' O O
f~3 -NONE- O O
) : O O
, , O O
i.e. NNP O O
, , O O
`` `` O O
~1~ JJ O O
`` `` O O
is VBZ B-VP O
not RB O O
only RB O O
the DT O O
object NN O O
of IN B-PP O
`` `` O O
i PRP O O
, , O O
W NNP O O
`` `` O O
butalso RB O O
the DT O O
subject NN O O
of IN B-PP O
`` `` O O
Ik~ JJ O O
`` `` O O
. . O O

The DT B-NP O
remaining VBG I-NP O
papers NNS I-NP O
combine NN B-VP O
NL NNP B-NP O
techniques NNS I-NP O
from IN B-PP O
related JJ B-NP O
areas NNS I-NP O
summarization NN I-NP O
, , O O
information NN B-NP O
extraction NN I-NP O
to TO B-VP O
extend VB I-VP O
search NN B-NP O
capabilities NNS I-NP O
and CC O O
presentation NN B-NP O
of IN B-PP O
results NNS B-NP O
, , O O
including VBG B-PP O
summarization NN B-NP O
of IN B-PP O
search NN B-NP O
engine NN I-NP O
hit VBD I-NP O
lists NNS I-NP O
and CC I-NP O
summarization NN I-NP O
for IN B-PP O
text NN O O
categorization NN O O
, , O O
and CC O O
a DT O O
search NN O O
interface NN O O
that WDT O O
accepts VBZ B-VP O
template-like JJ O O
general JJ O O
constraints NNS O O
and CC O O
is VBZ B-VP O
able JJ O O
to TO B-VP O
return VB I-VP O
specific JJ O O
information NN O O
items NNS O O
such JJ B-PP O
as IN I-PP O
locations NNS O O
, , O O
`` `` O O
~ple JJ O O
or CC O O
companies NNS O O
that WDT B-VP O
satisfy NN I-VP O
user NN O O
's POS O O
constraints NNS O O
. . O O

Sahami NNP B-NP O
and CC O O
others NNS B-NP O
( : B-VP O
1998 CD B-NP O
) CD I-NP O
propose NN B-VP O
the DT B-NP O
utilization NN I-NP O
of IN B-PP O
a DT B-NP O
Naive NNP I-NP O
Bayes NNP I-NP O
classifier NN I-NP O
based VBN B-VP O
on IN B-PP O
the DT B-NP O
words NNS I-NP O
and CC O O
a DT B-NP O
set NN I-NP O
of IN B-PP O
manually RB B-NP O
derived VBN I-NP O
heuristics NNS I-NP O
for IN B-PP O
UCE NNP B-NP O
filtering VBG I-NP O
, , O O
showing VBG B-VP O
that IN O O
the DT O O
heuristics NNS O O
improve VBP B-VP O
the DT O O
effectiveness NN O O
of IN B-PP O
the DT O O
classifier NN O O
. . O O

Using VBG B-VP O
Han NNP B-NP O
character NN I-NP O
oriented VBD I-NP O
document NN I-NP O
and CC I-NP O
query NN I-NP O
vectors NNS I-NP O
, , O O
within IN B-PP O
the DT B-NP O
framework NN I-NP O
of IN B-PP O
the DT B-NP O
vector NN I-NP O
space NN I-NP O
information NN I-NP O
retrieval NN I-NP O
, , O O
we PRP B-NP O
then RB O O
evaluate VBP B-VP O
the DT B-NP O
effectiveness NN I-NP O
of IN B-PP O
the DT B-NP O
cross NN I-NP O
language NN I-NP O
IR NNP I-NP O
with IN B-PP O
respect NN B-NP O
to TO B-PP O
their PRP$ B-NP O
monolingual JJ I-NP O
counterparts NNS I-NP O
. . O O

`` `` O O
TEXTUAL JJ B-NP O
`` `` O O
Section NN B-NP O
describes VBZ B-VP O
three CD B-NP O
unification-based JJ I-NP B-DEF
parsers NNS I-NP I-DEF
which WDT I-NP O
are VBP B-VP O
... : O O
`` `` O O
OWN NNP O B-TERM
`` `` O O
We PRP B-NP O
also RB O O
compare VBP B-VP O
with IN B-PP O
the DT B-NP O
English NNS I-NP O
language NN I-NP O
and CC O O
draw NN B-VP O
some DT B-NP O
conclusions NNS I-NP O
on IN B-PP O
the DT B-NP O
benefits NNS I-NP O
of IN B-PP O
our PRP$ B-NP O
approach NN I-NP O
. . O O

In IN B-PP O
the DT B-NP O
example NN I-NP O
below IN B-PP O
, , O O
monthphrase NN B-NP O
is VBZ B-VP O
the DT B-NP O
phrase NN I-NP O
category NN I-NP O
name NN I-NP O
and CC O O
the DT B-NP O
remaining VBG I-NP O
part NN I-NP O
is VBZ B-VP O
the DT B-NP O
network NN I-NP O
of IN B-PP O
word NN B-NP O
categories NNS I-NP O
. . O O

A DT B-NP O
good JJ I-NP O
translation NN I-NP O
engine NN I-NP O
has VBZ B-VP O
a DT B-NP O
lexicon NN I-NP O
in IN B-PP O
the DT B-NP O
tens NNS I-NP O
of IN B-PP O
thousands NNS B-NP O
of IN B-PP O
entries NNS B-NP O
which WDT I-NP O
takes VBZ B-VP O
time NN B-NP O
to TO B-VP O
load VB I-VP O
up RP O O
. . O O

C NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
current JJ I-NP I-DEF
hypothesis NN I-NP I-DEF
. . O O

This DT B-NP O
paper NN I-NP O
proposes VBZ B-VP O
a DT B-NP O
dialogue NN I-NP O
helpsystem NN I-NP O
in IN B-PP O
which WDT B-NP O
natural JJ I-NP O
language NN I-NP O
knowledge NN I-NP O
base NN I-NP O
is VBZ B-VP O
not RB I-VP O
only RB I-VP O
used VBN I-VP O
for IN B-PP O
one CD B-NP O
time NN I-NP O
response NN I-NP O
, , O O
but CC O O
also RB O O
for IN B-PP O
conducting VBG B-VP O
a DT B-NP O
conversation NN I-NP O
. . O O

Adding VBG B-VP O
redundancy NN B-NP O
to TO B-PP O
a DT B-NP O
signal NN I-NP O
before IN B-PP O
transmission NN B-NP O
is VBZ B-VP O
a DT B-NP O
well-known JJ I-NP O
technique NN I-NP O
in IN B-PP O
digital JJ B-NP O
communication NN I-NP O
to TO B-VP O
allow VB I-VP O
for IN B-PP O
the DT B-NP O
recovery NN I-NP O
of IN B-PP O
errors NNS B-NP O
due JJ O O
to TO B-PP O
noise VB B-NP O
in IN B-PP O
the DT B-NP O
channel NN I-NP O
, , O O
and CC O O
this DT O O
is VBZ B-VP O
the DT O O
key JJ O O
to TO B-PP O
the DT O O
success NN O O
of IN B-PP O
ECOC NNP O O
. . O O

Issues NNS B-NP O
of IN B-PP O
evaluation NN B-NP O
have VBP B-VP O
been VBN I-VP O
pre-eminent JJ O O
in IN B-PP O
MT NNP B-NP O
since IN B-PP O
its PRP$ B-NP O
beginning NN I-NP O
, , O O
yet CC O O
there EX B-NP O
are VBP B-VP O
no DT B-NP O
measures NNS I-NP O
or CC I-NP O
metrics NNS I-NP O
which WDT I-NP O
are VBP B-VP O
universally RB I-VP O
accepted VBN I-VP O
as IN B-PP O
standard JJ B-NP O
or CC I-NP O
adequate JJ I-NP O
. . O O

102 CD B-NP O
One CD I-NP O
of IN B-PP O
the DT B-NP O
most RBS I-NP O
well-known JJ I-NP O
models NNS I-NP O
of IN B-PP O
this DT B-NP O
type NN I-NP O
is VBZ B-VP O
the DT B-NP O
BDI NNP I-NP O
model NN I-NP O
, , O O
see VB B-VP O
Allen NNP B-NP O
( NNP I-NP O
1994 CD I-NP O
) CD I-NP O
. . O O

If IN O O
a DT B-NP O
noun NN I-NP O
is VBZ B-VP O
the DT B-NP O
object NN I-NP O
of IN B-PP O
a DT B-NP O
verb NN I-NP O
, , O O
then RB O O
the DT B-NP O
subcat NN I-NP O
feature NN I-NP O
value NN I-NP O
of IN B-PP O
the DT B-NP O
verb NN I-NP O
can MD B-VP O
be VB I-VP O
used VBN I-VP O
to TO I-VP O
disambiguate VB I-VP O
its PRP$ B-NP O
word NN I-NP O
sense NN I-NP O
( : I-NP O
e.g. NNP I-NP O
, , O O
take VB B-VP O
generally RB O O
has VBZ B-VP O
the DT B-NP O
subcat NN I-NP O
of IN B-PP O
obj+time JJ B-NP O
) NN I-NP O
. . O O

Though IN O O
the DT B-NP O
analysis NN I-NP O
complexity NN I-NP O
can MD B-VP O
be VB I-VP O
reduced VBN I-VP O
by IN B-PP O
segmenting NN B-VP O
a DT B-NP O
sentence NN I-NP O
, , O O
there EX B-NP O
is VBZ B-VP O
a DT B-NP O
mis-segmentation NN I-NP O
risk NN I-NP O
that WDT I-NP O
causes VBZ B-VP O
parsing VBG B-NP O
failures NNS I-NP O
. . O O

Thus RB O O
, , O O
a DT B-NP O
treecut NN I-NP B-TERM
corresponds VBZ I-NP O
to TO B-PP O
one CD B-NP B-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
levels NNS I-NP I-DEF
of IN B-PP I-DEF
abstraction NN B-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
tree NN I-NP I-DEF
. . O O

This DT B-NP O
scanning NN I-NP O
task NN I-NP O
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
many JJ B-NP O
jobs NNS I-NP O
an DT I-NP O
analyst NN I-NP O
performs VBZ B-VP O
to TO I-VP O
support VB I-VP O
report NN B-NP O
writing VBG B-VP O
for IN B-PP O
customers NNS B-NP O
in IN B-PP O
other JJ B-NP O
Government NN I-NP O
agencies NNS I-NP O
. . O O

By IN B-PP O
showing NN B-VP O
incremental NN B-NP O
addition NN I-NP O
of IN B-PP O
domain NN B-NP O
specification NN I-NP O
within IN B-PP O
the DT B-NP O
ILEX NNP I-NP O
system NN I-NP O
, , O O
we PRP B-NP O
have VBP B-VP O
demonstrated VBN I-VP O
that IN O O
it PRP B-NP O
is VBZ B-VP O
a DT B-NP O
system NN I-NP O
which WDT I-NP O
can MD B-VP O
function NN I-VP O
with IN B-PP O
varying VBG B-VP O
degrees NNS B-NP O
of IN B-PP O
information NN B-NP O
. . O O

Random NNP B-NP O
mapping NN I-NP O
Heuristic NNP I-NP O
1 CD I-NP O
Precision NNP I-NP O
( NNP I-NP O
% NN I-NP O
) : B-PP O
49 CD B-NP O
.85 CD I-NP O
75 CD I-NP O
.21 CD I-NP O
Coverage NNP I-NP O
( NNP I-NP O
% NN I-NP O
) : I-NP O
100 CD I-NP O
.0 CD I-NP O
59 CD I-NP O
.51 CD I-NP O
Heuristic NNP I-NP O
2 CD I-NP O
74 CD I-NP O
.66 CD I-NP O
100 CD I-NP O
.0 CD I-NP O
Heuristic NNP B-PP O
3 CD B-NP O
71 CD I-NP O
.87 CD I-NP O
100 CD I-NP O
.0 CD I-NP O
Heuristic NNP I-NP O
4 CD I-NP O
55 CD I-NP O
.49 CD I-NP O
29 CD I-NP O
.36 CD I-NP O
Heuristic NNP I-NP O
5 CD I-NP O
: : O O
56 CD B-NP O
.48 CD I-NP O
63 CD I-NP O
.01 CD I-NP O
Heuristic NNP I-NP O
6 CD I-NP O
67 CD I-NP O
.24 CD I-NP O
64 CD I-NP O
.14 CD I-NP O
Table NNP I-NP O
1 CD I-NP O
: : O O
Individual JJ B-NP O
heuristics NNS I-NP O
performance NN I-NP O
Summing VBG B-VP O
Logistic NNP B-NP O
regression NN I-NP O
Decisioin NNP B-PP O
tree NN B-NP O
Preeisi0n NNP I-NP O
( NNP B-VP O
% NN B-NP O
) : I-NP O
84 CD I-NP O
.61 CD I-NP O
86 CD I-NP O
.41 CD I-NP O
93 CD I-NP O
.59 CD I-NP O
Coverage NNP I-NP O
( NNP I-NP O
% NN I-NP O
) : I-NP O
100 CD I-NP O
.0 CD I-NP O
100 CD I-NP O
.0 CD I-NP O
77 CD I-NP O
.12 CD I-NP O
Table NNP I-NP O
2 CD I-NP O
: : O O
Performance NNP O O
and CC O O
comparison NN O O
of IN B-PP O
the DT O O
decision NN O O
tree NN O O
based VBN B-VP O
combination NN O O
We PRP O O
performed VBD B-VP O
10-fold JJ O O
cross NN O O
validation NN O O
to TO B-VP O
evaluate VB I-VP O
the DT O O
performance NN O O
of IN B-PP O
the DT O O
combination NN O O
of IN B-PP O
all DT O O
the DT O O
heuristics NNS O O
using VBG B-VP O
the DT O O
decision NN O O
tree NN O O
we PRP O O
split VBP B-VP O
the DT O O
data NNS O O
into IN B-PP O
ten NN O O
parts NNS O O
, , O O
reserved VBD B-VP O
one CD O O
part NN O O
as IN B-PP O
a DT O O
validation NN O O
set NN B-VP O
, , O O
trained VBN O O
the DT O O
decision NN O O
tree NN O O
on IN B-PP O
the DT O O
other JJ O O
nine CD O O
parts NNS O O
and CC O O
then RB O O
evaluate VB O O
the DT O O
reserved VBN O O
part NN O O
. . O O

